,Lemmatized Text,Labels
2393,okey doke home dressed co laying around ill speak later bout time stuff,ham
2394,run away frm walk slowly amp kill care enough stop,ham
2395,babe back come back,ham
2396,well told others marry,ham
2397,neshanth tel r,ham
2398,yo yo yo byatch whassup,ham
2399,oh kay sat right,ham
2400,hi roger cl,ham
2401,babe want baby nasty thing number filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo numbermsgs,spam
2402,oh oh wasted den muz chiong sat n sun liao,ham
2403,jesus christ bitch trying give drug answer fucking phone,ham
2404,please give number pick tuesday evening number ok,ham
2405,meeting darren,ham
2406,one best dialogue cute reltnship wen die,ham
2407,solve case man found murdered lt decimal gt lt gt afternoon number wife called police number police questioned everyone number wife sir sleeping murder took place number cook cooking number gardener picking vegetable number house maid went number post office number child went number play number neighbour went number marriage police arrested murderer immediately reply reason r brilliant,ham
2408,dear reach,ham
2409,aww first time said missed without asking missed first love,ham
2410,ok thanx gd nite number _,ham
2411,come right ahmad,ham
2412,know know send chat number let find numberp msg rcvd hg suitenumber numberlands row wnumberjnumberhl ldn number year,spam
2413,lol please actually send pic right wanna see pose comb hair dryer something,ham
2414,fps,ham
2415,huh mean computational science like dat one push n,ham
2416,could read love answered,ham
2417,oh lk tt den take e one tt end cine lor dun wan yogasana oso,ham
2418,madam regret disturbance might receive reference check dlf premarica kindly informed rgds rakhesh kerala,ham
2419,sm service inclusive text credit pls gotto www comuk net login numberqxjnumber unsubscribe stop extra charge help number comuk numbercmnumber numberae,spam
2420,oic better quickly go bathe n settle,ham
2421,err cud going numberpm got way contact,ham
2422,bloo bloo bloo miss first bowl,ham
2423,lmao fun,ham
2424,oh k k big hitter anyway good,ham
2425,hey almost forgot happy b day babe love ya,ham
2426,valentine day special win currencynumber quiz take partner trip lifetime send go number numberp msg rcvd custcare number,spam
2427,think move lt gt week,ham
2428,find sent offline message know anjola,ham
2429,guess first time created web page www asjesus com read wrote waiting opinion want friend number number,spam
2430,txting driving,ham
2431,good let thank god please complete drug lot water beautiful day,ham
2432,really dun bluff leh sleep early nite,ham
2433,indian r poor india poor country say one swiss bank director say lt gt lac crore indian money deposited swiss bank used taxless budget lt gt yr give lt gt crore job indian village delhi number lane road forever free power suply lt gt social project every citizen get monthly lt gt lt gt yr need world bank amp imf loan think money blocked rich politician full right corrupt politician itna forward karo ki pura india padhe g,ham
2434,uncle boye need movie oh guide plus know torrent particularly legal system slowing grnumber day plus started co meet online honey moon,ham
2435,oh ya ya remember da,ham
2436,btw regarding really try see anyone else numberth guy commit random dude,ham
2437,chance win currencynumber cash every wk txt play number c www music trivia net custcare number numberxnumberp wk,spam
2438,busy juz dun wan number go early hee,ham
2439,rightio number well arent bright early morning,ham
2440,great church holla get,ham
2441,back brum thanks putting u keeping u happy see soon,ham
2442,donno scorable,ham
2443,lt gt great loxahatchee xmas tree burning update totally see star,ham
2444,yes care need bad princess,ham
2445,guy kadeem selling since break know one guy paranoid fuck like selling without til late tonight,ham
2446,sorry call later,ham
2447,tmr _ brin lar aiya later come n c lar mayb _ neva set properly _ got da help sheet wif _,ham
2448,knw dis lt gt,ham
2449,dun believe wat,ham
2450,k give back thanks,ham
2451,know complain num bettr directly go bsnl offc nd apply,ham
2452,okay seen pick friday,ham
2453,much payed suganya,ham
2454,left dessert wan number go suntec look number,ham
2455,abeg make profit start using get sponsor next event,ham
2456,onum ela pa normal,ham
2457,k k sister kid,ham
2458,cool text way,ham
2459,nope meanwhile talk say make greet,ham
2460,cant talk call keep calling,ham
2461,anything lar,ham
2462,rose need water season need change poet need imagination phone need sm need lovely frndship forever,ham
2463,good afternoon babe go day job prospect yet miss love sigh,ham
2464,pick drop car problem,ham
2465,think waste rr,ham
2466,world famamus,ham
2467,coming friday leave pongal get news work place,ham
2468,lol well without could big sale together,ham
2469,way,ham
2470,eat old airport road number oredi got lot pple,ham
2471,sry talk phone parent,ham
2472,final chance claim currencynumber worth discount voucher today text yes number savamob member offer mobile c savamob poboxnumber mnumberuz currencynumber sub number,spam
2473,ok lor wat time _ finish,ham
2474,princess like make love lt gt time per night hope thats problem,ham
2475,mm way railway,ham
2476,dnt wnt tlk wid,ham
2477,done sorry hope next space give everything want remember furniture around move lock lock leave key jenne,ham
2478,yet like keep touch easiest way barcelona way ru house,ham
2479,sppok mob halloween collection nokia logo pic message plus free eerie tone txt card spook number,spam
2480,urgent call number landline complementary number tenerife holiday currencynumber number cash await collection sae c po box number wanumber numberpx numberppm number sender hol offer,spam
2481,k evening da urgent,ham
2482,pansy living jungle two year driving worried,ham
2483,mm kanji eat anything heavy ok,ham
2484,promise getting soon text morning let know made ok,ham
2485,lol different go trying find every real life photo ever took,ham
2486,thnk wrong calling u,ham
2487,k ill drink pa need sr model pls send mail id pa,ham
2488,aiyah e rain like quite big leh drizzling least run home,ham
2489,number doc appointment next week tired shoving stuff ugh normal body,ham
2490,dun b sad dun thk abt already concentrate paper k,ham
2491,greeting consider excused,ham
2492,drama pls enough family struggling hot sun strange place reason ego going invited actually necessity go wait serious reppurcussions,ham
2493,released another italian one today cosign option,ham
2494,mu try figure much money everyone gas alcohol jay trying figure weed budget,ham
2495,winner valued network customer hvae selected receive currencynumber reward collect call number valid number hour aclnumberpm,spam
2496,hcl chennai requires fresher voice process excellent english needed salary upto lt gt call m suman lt gt telephonic interview via indyarocks com,ham
2497,dai da send resume id,ham
2498,know lt gt around number,ham
2499,yup finished c _,ham
2500,remember ask alex pizza,ham
2501,da today also forgot,ham
2502,ola would get back maybe today told direct link u getting car bid online arrange shipping get cut partnership invest money shipping take care rest wud b self reliant soon dnt worry,ham
2503,fwiw reason around time smoke gas afford around someone tell apparently happens somebody want light,ham
2504,hello boytoy made home constant thought love hope nice visit wait till come home kiss,ham
2505,congrats kano whr treat maga,ham
2506,talking,ham
2507,yup,ham
2508,ok,ham
2509,wake already wat picking u later rite taking sqnumber reaching ard number smth number like dat check e arrival time c ya soon,ham
2510,yunny walking citylink _ faster come hungry,ham
2511,er yep sure prop,ham
2512,hiya paying money account thanks got pleasant surprise checked balance c get statement number acc,ham
2513,nokia number plus free digital camera get win free auction take part send nokia number poboxnumber numbertcr wnumber number,spam
2514,ok ill send lt decimal gt ok,ham
2515,bognor splendid time year,ham
2516,yes office da,ham
2517,sorry call later,ham
2518,joy father john john name joy father mandan,ham
2519,ok ask abt e movie wan ktv oso,ham
2520,misplaced number sending text old number wondering heard year best mcat got number atlanta friend,ham
2521,sorry call later,ham
2522,dunno lei might b eatin wif frens _ wan eat wait number _ lar,ham
2523,sorry call later,ham
2524,free entry currencynumber weekly comp send word win number number c www txttowin co uk,spam
2525,say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow pls pls,ham
2526,noe number send file number computer,ham
2527,mmmmm loved waking word morning miss love hope day go well happy wait u together,ham
2528,jay say put lt gt,ham
2529,come sec somebody want see,ham
2530,sun anti sleep medicine,ham
2531,happening gotten job begun registration permanent residency,ham
2532,yup ok,ham
2533,glad went well come number plenty time claire go work,ham
2534,ok enjoy r home,ham
2535,pls pls send mail know relative coming deliver know cost risk benefit anything else thanks,ham
2536,like,ham
2537,haf combine n c lor,ham
2538,monthly amount terrible pay anything till numbermonths finishing school,ham
2539,hmmm many player selected,ham
2540,said gonna snow start around number number pm tonite predicting inch accumulation,ham
2541,send plus mode,ham
2542,aiyo please _ got time meh,ham
2543,package program well,ham
2544,sister belongs number family hope tomorrow pray number fated number shoranur train incident let hold hand together amp fuelled love amp concern prior number grief amp pain pls join dis chain amp pas stop violence woman,ham
2545,guy asking get slipper gone last year,ham
2546,company good environment terrific food really nice,ham
2547,email,spam
2548,honestly made lovely cup tea promptly dropped key burnt finger getting,ham
2549,yup studying surfing lor e lazy mode today,ham
2550,please sen kind advice please come try,ham
2551,done c _,ham
2552,oh fine tonight,ham
2553,give time walk,ham
2554,reach ard number min ok,ham
2555,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop numberp wk sp rwm ph number,spam
2556,fuck babe happened come never came back,ham
2557,message brought gmw ltd connected,spam
2558,friend want drive em someplace probably take,ham
2559,also thk fast xy suggest one dun wan ok going number rain leh got gd,ham
2560,still getting good,ham
2561,maybe pressies,ham
2562,yeah leave maybe numberish,ham
2563,k k also fine complete course,ham
2564,sea lay rock rock envelope envelope paper paper number word,ham
2565,told dr appt next week think gonna die told check nothing worried listen,ham
2566,room need,ham
2567,want hear anything,ham
2568,hey leave friday wait ask superior tell,ham
2569,ultimately tor motive tui achieve korli,ham
2570,number number work timing,ham
2571,_ worry finished march _ ish,ham
2572,house water dock boat rolled newscaster dabbles jazz flute behind wheel,ham
2573,congrats number mobile numberg videophones r call number videochat wid mate play java game dload polyph music noline rentl bxnumber ipnumber numberwe numberp,spam
2574,next amazing xxx picsfreenumber video sent enjoy one vid enough numberday text back keyword picsfreenumber get next video,spam
2575,thats going ruin thesis,ham
2576,sch neva mind eat numberst lor,ham
2577,hey whats sleeping morning,ham
2578,erm thought contract ran thenumberth october,ham
2579,dunno let go learn pilate,ham
2580,subscribed best mobile content service uk currencynumber per ten day send stop number helpline number,spam
2581,yup elaborating safety aspect issue,ham
2582,number free tarot text find love life try number free text chance number number number free msg currencynumber,spam
2583,goodmorning today late numberhr,ham
2584,hi happy birthday hi hi hi hi hi hi hi,ham
2585,outside office take,ham
2586,respond imma assume still asleep imma start calling n shit,ham
2587,aight see bit,ham
2588,superior telling friday leave department except leave way call waheed fathima hr conform,ham
2589,join uk horniest dogging service sex numbernite sign follow instruction txt entry number nyt ecnumbera numberlp msg numberp,spam
2590,lol take member said aunt flow visit number month cause developed ovarian cyst bc way shrink,ham
2591,still work going small house,ham
2592,friend got say upping order gram got currency lt gt get,ham
2593,tmr timin still da wat co got lesson number,ham
2594,thing ape fight death keep something minute let go thats,ham
2595,sunshine quiz wkly q win top sony dvd player know country liverpool played mid week txt ansr number currencynumber sp tyrone,spam
2596,gonna able late notice home week anyway plan,ham
2597,got fujitsu ibm hp toshiba got lot model say,ham
2598,okie thanx,ham
2599,gosh pain spose better come,ham
2600,usual iam fine happy amp well,ham
2601,okie,ham
2602,gonna get rimac access,ham
2603,arestaurant eating squid number number wanna dosomething late,ham
2604,call time job today ok umma ask speed,ham
2605,hello call wen finish wrk fancy meetin wiv tonite need break dabooks number hr last nite number today wrk,ham
2606,r sam p eachother meet go number house,ham
2607,yeah lol luckily starring role like,ham
2608,hello madam,ham
2609,awesome text restocked,ham
2610,usual iam fine happy amp well,ham
2611,knock knock txt whose number enter r weekly draw number currencynumber gift voucher number store yr choice c www tkls com agenumber stoptxtstopcurrencynumber week,spam
2612,yes innocent fun,ham
2613,thanks sending mental ability question,ham
2614,sir hope day going smoothly really hoped wont bother bill settle month extra cash know challenging time also let know,ham
2615,numbermarrow wed lt gt number aha,ham
2616,went hon lab one,ham
2617,cant pick phone right pls send message,ham
2618,hey pple currencynumber currencynumber number night excellent location wif breakfast hamper,ham
2619,forwarded number hi mailbox messaging sm alert number match please call back number retrieve message match ccnumberp min,spam
2620,come,ham
2621,lol nah bad thanks good b home quite reality check hows day anything website,ham
2622,ok lor,ham
2623,coming home number dinner,ham
2624,da al r lt gt,ham
2625,free ring tone text polys number every week get new tone numberyrs currencynumber wk,spam
2626,unni thank dear recharge rakhesh,ham
2627,know lacking particular dramastorm detail part worried,ham
2628,haha cant tmr forfeit haha,ham
2629,hey glad r better hear treated urself digi cam good r numberpm fab new year c coupla wks,ham
2630,way going back,ham
2631,urgent mobile numberxxx currencynumber number bonus caller prize number number number numbernd attempt reach call number asap boxnumbernnumberqp numberppm,spam
2632,cal sir meeting,ham
2633,love hear v see sundayish,ham
2634,sorry da thangam sorry held prasad,ham
2635,tiwary rcb battle bang kochi,ham
2636,thank god bed,ham
2637,cancer mom making big deal regular checkup aka pap smear,ham
2638,gobi art college,ham
2639,want talk,ham
2640,pandy joined numberw technology today got job,ham
2641,guaranteed latest nokia phone numbergb ipod mpnumber player currencynumber prize txt word collect number ibhltd ldnwnumberh numberp mtmsgrcvdnumber,spam
2642,try get lost fact tee hee,ham
2643,hi spoke maneesha v like know satisfied experience reply toll free yes,ham
2644,friend use call,ham
2645,sorry call later,ham
2646,em olowoyey usc edu great time argentina sad secretary everything blessing,ham
2647,taxt massage tie po argh ok lool,ham
2648,hi please get lt gt dollar loan pay back mid february pls,ham
2649,might want pull case plan spending much confidence derek taylor money management,ham
2650,like shaking booty dance floor,ham
2651,text get call phone problem,ham
2652,need drug anymore,ham
2653,sorry da thought calling lot time lil busy call noon,ham
2654,sarcasm nt scarcasim,ham
2655,great run ttyl,ham
2656,feel like trying kadeem v,ham
2657,dai lt gt naal eruku,ham
2658,yet chikku wat abt,ham
2659,ok,ham
2660,want finally lunch today,ham
2661,know dad back,ham
2662,hello darling today would love chat tell look like sexy,spam
2663,number free numberst week nonumber nokia tone number mob every week txt nokia number get txting tell mate www getzed co uk pobox number wnumber numberwq norm numberp tone number,spam
2664,remains bro amongst bros,ham
2665,r meeting da ge nite tmr,ham
2666,nice day impressively sensible went home early feel fine boring remember,ham
2667,de looking good,ham
2668,wanna get laid numbernite want real dogging location sent direct mobile join uk largest dogging network txt park number nyt ecnumbera numberlp currencynumber msg,spam
2669,tried contact response offer new nokia fone camcorder hit reply call number delivery,spam
2670,yes replied mail going management office later plus bank later also wednesday,ham
2671,cool come like lt gt ish,ham
2672,super msg da nalla timing,ham
2673,good afternoon boytoy feeling today better hope good boy obedient slave please queen,ham
2674,number ft good combination,ham
2675,sick needy want pout stomp foot pout stomp foot want slave want,ham
2676,train back northampton afraid,ham
2677,abj serving staying dad alone,ham
2678,playng number door game gt racing phone lol,ham
2679,new tone week include number mcfly ab number sara jorge shock number smith switch order follow instruction next message,spam
2680,solve case man found murdered lt decimal gt lt gt afternoon number wife called police number police questioned everyone number wife sir sleeping murder took place number cook cooking number gardener picking vegetable number house maid went number post office number child went number play number neighbour went number marriage police arrested murderer immediately reply reason r brilliant,ham
2681,da bus going home,ham
2682,got call landline number asked come anna nagar go afternoon,ham
2683,okay chasing dream good next,ham
2684,yupz oredi booked slot number weekend liao,ham
2685,urgent trying contact today draw show currencynumber prize guaranteed call number land line claim cnumber valid numberhrs,spam
2686,r many model sony ericson also der lt gt luks good bt forgot modl,ham
2687,okie,ham
2688,yes know cheesy song frosty snowman,ham
2689,ya ok vikky vl c witin lt gt min il reply,ham
2690,sport fan get latest sport news str number mobile number wk free plus free tone txt sport number www getzed co uk number norm numbertxt numberp,spam
2691,hey tmr meet bugis number,ham
2692,urgent urgent number free flight europe give away call bnumber numberth sept take friend number free call claim number banumbernnfwflynumberppm,spam
2693,nice new shirt thing wear nudist themed _ mu,ham
2694,hey sexy bun day word morning ym think,ham
2695,whenever see still hook,ham
2696,nope going home go pump petrol lor like going number rain soon,ham
2697,use foreign stamp whatever send,ham
2698,number lost currencynumber help,spam
2699,oh baby house come new picture facebook,ham
2700,feb lt gt love day send dis valued frnds evn number come back gt married person luv ignore dis lose luv number evr,ham
2701,hiya sorry hav signal seen heard neither unusual put case get sort hug snogs,ham
2702,omw back tampa west palm hear happened,ham
2703,yup already thanx number printing n handing,ham
2704,freemsg fancy flirt reply date join uk fastest growing mobile dating service msg rcvd numberp optout txt stop number reply date,spam
2705,mean come chase stated watch many movie want,ham
2706,took tablet reaction morning,ham
2707,great new offer double min double txt best orange tariff get latest camera phone number free call mobileupdnumber free number numberstoptxt c,spam
2708,nah perpetual dd,ham
2709,sorry de went shop,ham
2710,hope enjoyed new content text stop number unsubscribe help numberp provided tonesnumberyou co uk,spam
2711,wen lovable bcums angry wid dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,ham
2712,hey still want go yogasana coz end cine go bathe hav steam bath,ham
2713,nope drivin neva develop da photo lei,ham
2714,thinking going reg pract lesson flung advance haha wat time going,ham
2715,cool lt gt inch long hope like big,ham
2716,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
2717,okie thanx,ham
2718,number day euronumber kickoff kept informed latest news result daily unsubscribe send get euro stop number,spam
2719,go n buy juz buy get lar,ham
2720,ok lor,ham
2721,working technical support voice process,ham
2722,justbeen overa week since broke already brain going mush,ham
2723,tunde wishing great day abiola,ham
2724,nope c _,ham
2725,medical mission nigeria,ham
2726,movie laptop,ham
2727,whatsup want sleep,ham
2728,urgent please call number landline currencynumber cash luxury number canary island holiday await collection c sae award numbermnumberaq numberppm number,spam
2729,urgent please call number landline complimentary number lux costa del sol holiday currencynumber cash await collection ppm number sae c james number ehnumberrr,spam
2730,havent lei next mon,ham
2731,mm feeling sleepy today shall get dear,ham
2732,dare stupid wont tell anything hear wont talk,ham
2733,_ noe ben going,ham
2734,mag meeting avo point,ham
2735,meant middle left right,ham
2736,really crashed cuddled sofa,ham
2737,hi chachi tried calling unable reach pl give missed cal c tiz msg kanagu,ham
2738,sent price mean lt gt g,ham
2739,much buzy,ham
2740,nothing,ham
2741,know know send chat number let find numberp msg rcvd hg suitenumber numberlands row wnumberjnumberhl ldn number year,spam
2742,working ringing thing whole houseful screaming brat pulling hair loving,ham
2743,family responding anything room went home diwali one called coming make feel like died,ham
2744,tick tick tick babe,ham
2745,r _ going number today meeting,ham
2746,k da many page want,ham
2747,ya onion roast,ham
2748,send number give reply tomorrow morning said like ok,ham
2749,said problem let know,ham
2750,ok tell half hr bnumber come need number prepare,ham
2751,play w computer aiyah tok number lor,ham
2752,sat right okay thanks,ham
2753,derp worse dude always want party dude file complaint three drug abuser life,ham
2754,ok chinese food way get fat paying lipo,ham
2755,r outside already,ham
2756,good trip watch remember get back must decide easter,ham
2757,yo watching movie netflix,ham
2758,time prob number,ham
2759,meh thgt clash really ah dun mind dun seen lost weight gee,ham
2760,thnk wrong calling u,ham
2761,sure night menu know noon menu,ham
2762,arr birthday today wish get oscar,ham
2763,say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow pls pls,ham
2764,open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,ham
2765,picking various point,ham
2766,married local woman looking discreet action number real match instantly phone text match number msg cost numberp number stop txt stop bcmsfwcnumbernnumberxx,spam
2767,wow v v impressed fun shopping,ham
2768,way home,ham
2769,burger king wanna play footy top stadium get number burger king numberst sept go large super coca cola walk winner,spam
2770,problem talk later,ham
2771,si,ham
2772,still customer place,ham
2773,come take little time child afraid dark become teenager want stay night,spam
2774,dude knw also telugu thts gud k gud nyt,ham
2775,confirm eating esplanade,ham
2776,send id password,ham
2777,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning,ham
2778,chance win currencynumber cash every wk txt action number c www movietrivia tv custcare number numberxnumberp wk,spam
2779,well might come,ham
2780,long quit get like number minute day,ham
2781,likely called mittelschmertz google paracetamol worry go,ham
2782,well right gonna get check today steam sale pee text want come get,ham
2783,arrived see couple day lt number,ham
2784,k wat tht incident,ham
2785,yeah get unlimited,ham
2786,cthen thk shd b enuff still got conclusion n content pg n reference b da content pg n cover pg,ham
2787,forgot take number year shower sorry phone dead yet,ham
2788,got wat buy tell u _ need come,ham
2789,big god bring success,ham
2790,ve bin awarded currencynumber play number instant cash call number claim every numberth player win min currencynumber currencynumber optout number,spam
2791,_ r stayin extra week back next wed rugby weekend hi c soon ham,ham
2792,campus library,ham
2793,affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow,ham
2794,creep _,ham
2795,tell friend plan valentine day lt url gt,ham
2796,get ten billion call text help god,ham
2797,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,ham
2798,told returned order,ham
2799,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office,ham
2800,depends going lor,ham
2801,smile right go world wonder smiling think crazy keep away grin,ham
2802,freemsg fav xmas tone reply real,spam
2803,lil fever fine,ham
2804,think still car,ham
2805,,ham
2806,december mobile numbermths entitled update latest colour camera mobile free call mobile update co free number,spam
2807,yes princess want catch big strong hand,ham
2808,oh yeah forgot take number shopping,ham
2809,mm asked call radio,ham
2810,thinkin someone good drug,ham
2811,say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow pls pls,ham
2812,enjoy shower possessiveness poured loved one bcoz world lie golden gift loved truly,ham
2813,alright sure let know leaving,ham
2814,lasting much number hour might get lucky,ham
2815,genius brother pls send number skype,ham
2816,grnumber poly tone number mob direct numberu rply poly title number eg poly breathenumber title crazyin sleepingwith finest ymca getzed co uk poboxnumberonumberwnumberwq numberp,spam
2817,thk em find wtc far weiyi goin e rest dunno yet r goin number dinner den might b able join,ham
2818,forget owns private property good boy always passionate kiss,ham
2819,interflora it late order interflora flower christmas call number number place order midnight tomorrow,spam
2820,oh god taken teeth paining,ham
2821,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine,spam
2822,ask darren go n pick lor oso sian tmr haf number meet lect,ham
2823,need buy lunch eat maggi mee,ham
2824,congratulation thanks good friend currencynumber number xmas prize number claim easy call number numberp per minute bt national rate,spam
2825,ok lor,ham
2826,oh right ok make sure load work day got really nasty cough today dry n shot really help,ham
2827,wife knew time murder exactly,ham
2828,send logo number lover number name joined heart txt love namenumber namenumber mobno eg love adam eve number number yahoo poboxnumberwnumberwq txtno number ad numberp,spam
2829,howz person story,ham
2830,thanx number sending home,ham
2831,normally hot mail com see,ham
2832,tkts euronumber cup final currencynumber cash collect call number bnumber pobox numberppm,spam
2833,sick still go shopping,ham
2834,ya well fine bbd pooja full pimple even become quite black rite cold wearing sweatter,ham
2835,nice nice working,ham
2836,number reach home call,ham
2837,trying find chinese food place around,ham
2838,easy mate guess quick drink bit ambitious,ham
2839,babe miiiiiiissssssssss need crave geeee sad without babe love,ham
2840,ok thanx,ham
2841,aathi dear,ham
2842,tunji queen wishing great day abiola,ham
2843,today iz yellow rose day love frndship give number misscall amp send frndz amp see many miss call get get numbermissed marry lover,ham
2844,class hour sorry,ham
2845,wat time finish lect today,ham
2846,free message jamster get crazy frog sound poly text madnumber real text madnumber number number crazy sound number gbp week number c apply,spam
2847,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd number lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came number minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked,ham
2848,chance reality fantasy show call number numberp per min ntt ltd po box number croydon crnumber numberwb number national rate call,spam
2849,fine good hear dear happy new year oh,ham
2850,going wipro interview today,ham
2851,tall princess,ham
2852,doubt could handle number time per night case,ham
2853,haha hope _ hear receipt sound gd luck,ham
2854,gonna death gonna leave note say robs fault avenge,ham
2855,japanese proverb one none must indian version one let none leave finally kerala version one stop none make strike,ham
2856,today workin free oso gee thgt workin fren shop,ham
2857,life face choice toss coin becoz settle question coin air know heart hoping gudninumber,ham
2858,know god created gap finger one made come amp fill gap holding hand love,ham
2859,want kiss feel next,ham
2860,happy saying,ham
2861,adult number content video shortly,spam
2862,ok would b lovely r sure think wot want drinkin dancin eatin cinema wot,ham
2863,saying explicitly told nora know someone probably gonna bother,ham
2864,say hi get as back south tampa preferably kegger,ham
2865,smith waste da wanna gayle,ham
2866,mum sent many many message since got want know actually getting enjoy rest day,ham
2867,aight tomorrow around lt gt,ham
2868,house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,ham
2869,chance reality fantasy show call number numberp per min ntt ltd po box number croydon crnumber numberwb number national rate call,spam
2870,actually first time went bed long spoke woke number night,ham
2871,see,ham
2872,understand message,ham
2873,crucify c told earlier,ham
2874,idk keep saying since moved keep butting head freedom v responsibility tired much shit deal barely keeping together get added,ham
2875,fuck cedar key fuck come anyway tho,ham
2876,twenty past five said train durham already coz reserved seat,ham
2877,hey boy want hot xxx pic sent direct number phone txt porn number numberhrs free numberp per day stop text stopbcm sf wcnumbernnumberxx,spam
2878,still painting wall,ham
2879,last chance claim currencynumber worth discount voucher today text shop number savamob offer mobile c savamob poboxnumber mnumberuz currencynumber sub number,spam
2880,printer cool mean groovy wine groovying,ham
2881,hi harish rent transfred acnt,ham
2882,anything lor coming,ham
2883,cbe really good nowadays lot shop showroom city shaping good,ham
2884,still attending da talk,ham
2885,probs hon doinat mo,ham
2886,k take care,ham
2887,take phone callon friday assume year,ham
2888,battery low babe,ham
2889,shuhui bought ron present swatch watch,ham
2890,yeah quite bit left swing tomorrow get,ham
2891,babe said number hour almost number internet,ham
2892,k sure get noon see,ham
2893,k k yesterday cbe,ham
2894,went ganesh dress shop,ham
2895,pdate_now double min number txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupdnumber number callnumberoptout yhl,spam
2896,collecting laptop going configure da setting izzit,ham
2897,r home come within number min,ham
2898,aight number latest probably closer number jay tyler two trip,ham
2899,come aftr lt decimal gt cleaning house,ham
2900,cash balance currently number pound maximize cash send cash number numberp msg cc number po box number number tcr wnumber,spam
2901,bill letter m expecting one orange t bill may still say orange,ham
2902,tell pa pain de,ham
2903,hi darlin hope nice night wish come cant wait see love fran p want dirty anal sex want number man gang bang,ham
2904,ha know either clever simple thing pear day perfect christmas,ham
2905,helloooo wake sweet morning welcome enjoy day full joy gud mrng,ham
2906,alrite,ham
2907,must sit around wait summer day celebrate magical sight world dressed white oooooh let snow,ham
2908,urgent mobile number awarded currencynumber prize guaranteed call number land line claim number valid numberhrs,spam
2909,guy go see movie side,ham
2910,sorry meeting call later,ham
2911,tell thinking plus going stop run,ham
2912,kindly send one flat lt decimal gt today,ham
2913,sorry unsubscribe yet mob offer package min term number week pls resubmit request expiry reply themob help number info,spam
2914,nothing lor bit bored dun go home early number sleep today,ham
2915,time tell friend around,ham
2916,yes fine love safe,ham
2917,thanks chikku gud nyt,ham
2918,xy car picking,ham
2919,thanx number time weve spent numbergeva bin mint baby want xxxx,ham
2920,yo way could pick something tonight,ham
2921,sent send,ham
2922,fine simply sitting,ham
2923,thts god gift bird human hav natural gift frm god,ham
2924,coming day class,ham
2925,done studyn library,ham
2926,ok enjoy show,ham
2927,anything,ham
2928,wuld without baby thought alone mite break dont wanna go crazy everyboy need lady xxxxxxxx,ham
2929,wat dear sleeping ah,ham
2930,hi test lt gt rd,ham
2931,number student solved cat question xam number number number lt gt number number number lt gt number number number lt gt number number number tell answer r brilliant numberthing got answr,ham
2932,yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody number loko night,ham
2933,yup n fren lor meeting fren number,ham
2934,yeah got one lined u,ham
2935,stop wondering wow ever going stop tm ing tm whenever want mine laugh,ham
2936,lol yep yesterday already got fireplace another icon sitting,ham
2937,hey booked pilate yoga lesson already haha,ham
2938,ok happen behave like,ham
2939,number new message please call number,spam
2940,supervisor find number one lor thk student havent ask yet tell aft ask,ham
2941,hello news job making wait fifth week yeah woozles weasel exeter still home number,ham
2942,message responce happend,ham
2943,currently message awaiting collection collect message call number,spam
2944,hey babe sorry get sooner gary come fix cause think know go far ptbo say cost lt gt buck know might cheaper find someone second hand machine right let know want babe,ham
2945,make number number fuck sake x,ham
2946,leave always ignorant,ham
2947,nope b going number sch fri quite early lor co mys si got paper da morn,ham
2948,bruce b down amp fletcher,ham
2949,said would woke,ham
2950,hey free call,ham
2951,tell who pls,ham
2952,urgent mobile awarded currencynumber number bonus caller prize number number number final attempt number contact call number,spam
2953,think might give miss teaching til twelve lecture two damn working thing,ham
2954,id check like number bowl worth left,ham
2955,yes many sweet,ham
2956,would still cozy exhausted last night nobody went school work everything closed,ham
2957,secret admirer reveal think r special call number opt reply reveal stop number per msg recd cust care number,spam
2958,buzzzz grin buzz as buzz chest buzz cock keep phone vibrator feel shake,ham
2959,sir send group mail check,ham
2960,da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt number n half page,ham
2961,none nowhere ikno doesdiscount shitinnit,ham
2962,know jabo abi,ham
2963,ever notice driving anyone going slower idiot everyone driving faster maniac,spam
